AC,AF,AR,AS,AY,A_Goal_Dif,A_Shots_Faced,A_Shots_Total,Average_away_points,Average_home_points,Away_points,Away_points_elo,FTAG,FTHG,FTR,HC,HF,HR,HS,HY,H_Goal_Dif,H_Shots_Faced,H_Shots_Total,Home_points,Home_points_elo,Season,away_streak_away_team,away_streak_home_team,home_streak_away_team,home_streak_home_team,FTR_H_score,FTR_A_score,FTR_D_score
4,14,0,5,0,-49,0.14937716389904884,0.37757790036575856,0.4,2.5142857142857142,14,873.4206017146639,0,5,H,4,5,0,21,0,59,0.5971878833250339,0.4987637997012188,88,1226.3759783704543,2018-2019,0.0,0.6,0.26666666666666666,1.0,0.78432071208953857,0.063662968575954437,0.15201631188392639
6,5,0,18,0,-14,1.2836172534850818,1.2542588022762255,0.6428571428571429,2.142857142857143,9,962.2802813557503,1,3,H,8,7,0,13,0,10,0.9260060498394658,0.8900907475919876,30,1148.2525382424358,2018-2019,0.06666666666666667,0.9333333333333333,0.24444444444444444,0.6,0.79988539218902588,0.083446405827999115,0.1166682094335556
7,17,0,7,3,44,0.28840181999844267,0.7868491399579521,2.5,1.9615384615384615,65,1214.6042293134722,0,0,D,3,15,0,6,1,17,0.2442281500916898,0.5941600524756245,51,1141.2658729459788,2018-2019,0.7555555555555555,1.0,0.9111111111111111,0.9555555555555556,0.25380277633666992,0.54528522491455078,0.20091192424297333
0,18,0,4,5,-11,0.15465465582577842,0.48498501894757384,1.0714285714285714,1.1379310344827587,30,980.43763830961,2,1,A,8,8,0,15,1,-4,0.5122042642476043,0.3661279274281289,33,982.4407884506328,2018-2019,0.08888888888888889,0.6,0.4666666666666667,0.24444444444444444,0.4901454746723175,0.1589815616607666,0.35087293386459351
6,17,0,4,4,-16,0.17485366274935532,0.7210488942325932,0.9615384615384616,1.1923076923076923,25,934.6904674441936,0,2,H,9,13,0,28,1,-16,1.0522875381720955,0.4117635306465794,31,992.7178322262157,2019-2020,0.24444444444444444,0.9333333333333333,0.4,0.28888888888888886,0.51061689853668213,0.14536306262016296,0.34402003884315491
7,11,0,11,1,-17,0.31399513249355715,0.6178199022616144,1.0555555555555556,1.2777777777777777,38,980.3216193484241,0,3,H,2,2,0,17,1,-9,0.47171895176676204,0.45360121537019626,46,1002.8362808771033,2018-2019,0.2222222222222222,0.06666666666666667,0.7555555555555555,0.8222222222222222,0.43349677324295044,0.23703683912754059,0.32946634292602539
2,9,0,7,4,-6,2.25,4.25,0.25,1.25,1,994.1637522913006,0,1,H,8,10,0,30,2,-1,7.116666666666667,5.583333333333333,5,972.2298389092529,2018-2019,0.2222222222222222,0.3333333333333333,0.0,0.3333333333333333,0.51478469371795654,0.26357224583625793,0.22164298593997955
2,13,0,7,2,14,0.1893558646986431,0.19552285854843765,1.5675675675675675,1.135135135135135,58,1086.0742660980934,1,1,D,7,11,0,13,3,-19,0.3473460617016646,0.1991503446632561,42,1002.7763274157354,2019-2020,0.2,0.3333333333333333,0.7777777777777778,0.6,0.53377836942672729,0.21988639235496521,0.24633520841598511
0,9,1,3,1,-4,0.7509920634920635,2.256944444444444,0.8333333333333334,1.8333333333333333,5,988.0307924148765,0,5,H,9,12,0,13,1,3,2.305753968253968,3.1402777777777775,11,1057.8599087274604,2019-2020,0.3333333333333333,0.5,0.16666666666666666,0.6666666666666666,0.69200736284255981,0.14145247638225555,0.16654017567634583
3,14,0,11,2,-22,0.3041861810913247,0.2548887003790145,0.9722222222222222,1.8333333333333333,35,967.6135110512203,1,1,D,16,9,0,20,5,20,0.5452889334385568,0.17569053722660144,66,1119.7152155580702,2018-2019,0.3111111111111111,0.3111111111111111,0.35555555555555557,0.9333333333333333,0.81492805480957031,0.076065346598625183,0.10900659114122391
10,9,0,25,2,15,2.4763336239377907,2.2396698633156964,2.8,1.1,28,1227.1243019994445,2,1,A,2,12,0,5,1,-1,0.5819049372695205,1.4009543099647268,11,948.0190526162856,2019-2020,0.9555555555555556,0.13333333333333333,1.0,0.4444444444444444,0.14229291677474976,0.68778502941131592,0.16992209851741791
3,12,0,10,4,-2,1.8738095238095238,3.1166666666666667,1.1666666666666667,1.6666666666666667,7,988.7999145781992,1,2,H,3,9,0,11,3,-1,2.0924603174603176,3.647222222222222,10,1024.8835838363407,2018-2019,0.6666666666666666,0.5,0.05555555555555555,0.7777777777777778,0.63096362352371216,0.18332190811634064,0.18571445345878601
4,10,0,9,2,-14,0.684158784182883,1.2623817627432459,0.7857142857142857,1.0714285714285714,11,935.4343457957538,1,3,H,10,10,0,17,1,-5,1.1703942444607127,0.5559136669106908,15,992.9312388384285,2018-2019,0.1111111111111111,0.5111111111111111,0.4666666666666667,0.5111111111111111,0.57552129030227661,0.17490680515766144,0.24957190454006195
10,14,0,14,1,-24,0.6568804935926378,0.45137085903803076,0.47619047619047616,0.8571428571428571,10,899.3941622597113,0,0,D,3,12,0,3,3,-22,0.15070366526945567,0.3154806359280243,18,934.2068397513764,2018-2019,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.8,0.32551845908164978,0.41166892647743225,0.26281261444091797
